Welcome to the profile statistics browser.
profile.txt% profile.txt% Tue Sep 29 15:08:21 2020    profile.txt

         4711831 function calls (4499771 primitive calls) in 36.976 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npydecl.py:715(BaseAtLeastNdTemplate)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/pickle.py:405(_Pickler)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/argparse.py:1031(__init__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/module.py:110(get_named_metadata)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/formats/format.py:1443(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/values.py:543(FunctionAttributes)
        9    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/_globals.py:75(__repr__)
        9    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/jit/__init__.py:2171(_make_fail)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/dtypes/dtypes.py:312(_finalize)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/dateutil/_common.py:9(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/plyparser.py:70(parameterized)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/loss.py:1092(MultiMarginLoss)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typeinfer.py:426(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/registry.py:88(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/common.py:526(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/_config/config.py:491(deprecate_option)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/caching.py:328(_CacheImpl)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/codegen.py:561(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/pylowering.py:66(PyLower)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/lowering.py:274(Lower)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/values.py:205(NamedValue)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/_lib/_uarray/_backend.py:243(set_global_backend)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir.py:366(Expr)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/_ops.py:76(__getattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/subprocess.py:907(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/codecs.py:1071(<dictcomp>)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/indexes/extension.py:115(_make_wrapped_comparison_op)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/polynomial/chebyshev.py:1982(Chebyshev)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/types.py:228(_to_string)
        7    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/utils.py:60(add_metaclass)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/tqdm/std.py:128(Bar)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/zipfile.py:1947(_fpclose)
        8    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/getlimits.py:90(_register_type)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/collections/abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/linalg/_procrustes.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/internals/managers.py:1830(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/tools/times.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/callconv.py:570(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:4163(__lshift__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/loss.py:22(_WeightedLoss)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/loss.py:214(NLLLoss2d)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/codegen.py:81(CodeLibrary)
        5    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/enum.py:602(_generate_next_value_)
        8    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/_config/config.py:804(inner)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/yaml/scanner.py:46(Scanner)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/loss.py:857(CrossEntropyLoss)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/logging/__init__.py:1220(__init__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/ops/methods.py:155(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/http/client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/rnn.py:973(GRUCell)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/loss.py:96(NLLLoss)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/compiler.py:245(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/polynomial/laguerre.py:1592(Laguerre)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/polynomial/legendre.py:1608(Legendre)
        7    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/cuda/__init__.py:128(is_initialized)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/dtypes/api.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/polynomial/hermite_e.py:1635(HermiteE)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/six.py:75(_add_doc)
        2    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/misc.py:320(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/ffi.py:82(_lib_fn_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/tqdm/std.py:112(create_th_lock)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/loss.py:951(MultiLabelSoftMarginLoss)
        2    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributed/autograd/__init__.py:7(is_available)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/backends/cuda/__init__.py:62(__init__)
        6    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/formats/format.py:1652(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/quantization/observer.py:45(ObserverBase)
        6    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/argparse.py:1983(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/_ufunc_config.py:444(_setdef)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/formats/format.py:1480(ExtensionArrayFormatter)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:3107(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/random.py:78(Random)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/linalg/special_matrices.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/byteflow.py:1179(peek)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/jit/annotations.py:34(EvalEnv)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/lib/stride_tricks.py:24(_maybe_view_as_subclass)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/ma/extras.py:1520(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/controlflow.py:721(ControlFlowAnalysis)
        3    0.000    0.000    0.000    0.000 {built-in method torch.cuda._get_device_properties}
        2    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typed_passes.py:82(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/jit/__init__.py:1848(RecursiveScriptModule)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/one_hot_categorical.py:7(OneHotCategorical)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/parsers.py:2316(PythonParser)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/cuda/__init__.py:59(_check_driver)
        7    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/typing.py:320(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/mixture_same_family.py:7(MixtureSameFamily)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/datetime.py:789(date)
        3    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/options.py:10(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/argparse.py:1527(_check_conflict)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/parfors/parfor.py:664(ParforDiagnostics)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/uniform.py:9(Uniform)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir.py:719(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/misc.py:282(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/_six.py:44(metaclass)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typeinfer.py:135(__init__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/misc.py:93(value)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/logging/__init__.py:471(StringTemplateStyle)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/runtime/nrt.py:49(_init_guard)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/runtime/context.py:11(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/argparse.py:1619(ArgumentParser)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/compat/_optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/distutils/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/backends/cuda/__init__.py:29(cuFFTPlanCache)
        1    0.000    0.000    0.000    0.000 {method 'in_dll' of '_ctypes.UnionType' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/cffi/api.py:293(cast)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/computation/ops.py:69(Term)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/serialize.py:280(SlowNumbaPickler)
        2    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/ma/core.py:6532(__setattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/tokenize.py:59(any)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typeinfer.py:893(set_context)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:460(__iter__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/multiprocessing/resource_sharer.py:61(_ResourceSharer)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/bz2.py:30(BZ2File)
        6    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/independent.py:7(Independent)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/ma/core.py:1330(make_mask_descr)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/numbers.py:267(Rational)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/ma/core.py:847(__init__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/npdatetime.py:662(_create_datetime_comparison_impl)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/indexes/numeric.py:250(Int64Index)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/arrays/datetimelike.py:79(InvalidComparison)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/asyncio/futures.py:29(Future)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/cffi/api.py:23(FFI)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typeinfer.py:755(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/dispatcher.py:190(_DispatcherBase)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/extending.py:161(overload_attribute)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/urllib/request.py:1697(URLopener)
        5    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/datetime.py:441(_check_tzinfo_arg)
        2    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/enum.py:646(__hash__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/nanops.py:85(__init__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/byteflow.py:1320(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        5    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/weakref.py:189(get)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/experimental/jitclass/base.py:289(ClassBuilder)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/weakref.py:561(__call__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/zipfile.py:1192(ZipFile)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/_type_aliases.py:112(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/urllib/parse.py:99(_noop)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/generic.py:10718(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/indexes/base.py:1171(name)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/dataflow.py:741(BlockInfo)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/dirichlet.py:29(Dirichlet)
        2    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/contextlib.py:381(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/codecs.py:94(__new__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:4296(postParse)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/builder.py:32(_binop_with_overflow)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/templates.py:580(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/six.py:189(__get_module)
        4    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/dateutil/tz/tz.py:380(tzfile)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/scalars.py:171(EnumClass)
        5    0.000    0.000    0.000    0.000 {method 'from_address' of '_ctypes.PyCArrayType' objects}
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/nanops.py:1441(make_nancomp)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:60(DataLoader)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/json/decoder.py:284(__init__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/formats/css.py:17(_side_expander)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/email/_encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/email/header.py:179(Header)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/sas/sasreader.py:16(ReaderBase)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/cpu.py:91(call_conv)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/uuid.py:76(UUID)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/sparse/dok.py:23(dok_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/multiprocessing/_atfork.py:19(register_after_fork)
        3    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/lib/index_tricks.py:310(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typeinfer.py:443(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/compat/__init__.py:103(_import_lzma)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/cffi/model.py:347(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/sparse/dia.py:16(dia_matrix)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/quantization/observer.py:72(_ObserverBase)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/quantization/observer.py:192(MinMaxObserver)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/setdecl.py:177(ConcreteSetOperator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/compiler_lock.py:7(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/_torch_docs.py:27(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/ctypes/__init__.py:367(_FuncPtr)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/dispatcher.py:119(_get_implementation)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/setdecl.py:189(ConcreteSetComparison)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/cffi/cparser.py:264(Parser)
        3    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/cffi/model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/arrays/integer.py:682(Int8Dtype)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/cpython/listobj.py:148(ListInstance)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/cgutils.py:202(_getpointer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/types.py:470(BaseStructType)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/yaml/emitter.py:31(Emitter)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/threading.py:222(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/dateutil/relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/_lib/_pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/funcdesc.py:24(FunctionDescriptor)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/llvmpy/core.py:64(Type)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/datetime.py:469(timedelta)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/module.py:775(remove_from)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:907(subscribe)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/templates.py:581(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/function_type.py:150(WrapperAddressProtocol)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/reshape/reshape.py:38(_Unstacker)
        3    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/parsers.py:2218(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typeconv/typeconv.py:32(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/unittest/loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/http/client.py:228(HTTPResponse)
        3    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/logging/__init__.py:1663(getEffectiveLevel)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/lib/stride_tricks.py:137(_broadcast_to_dispatcher)
        4    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/inline_closurecall.py:116(<lambda>)
        5    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/datetime.py:46(_days_in_month)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/common.py:194(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/distutils/version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/ufunc/dufunc.py:68(DUFunc)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir.py:698(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/datamodel/models.py:666(field_count)
        6    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/abstract.py:104(mangling_args)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/inline_closurecall.py:753(_debug_dump)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/asyncio/selector_events.py:603(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributed/rpc/internal.py:37(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/http/client.py:771(HTTPConnection)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/typed/typeddict.py:82(Dict)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/optim/lr_scheduler.py:354(<listcomp>)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/functions.py:654(dtype)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/_config/config.py:752(is_type_factory)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/asyncio/sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/datetime.py:1211(time)
        5    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/computation/expr.py:108(_compose2)
        4    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/funcdesc.py:123(llvm_cfunc_wrapper_name)
