Welcome to the profile statistics browser.
profile.txt% profile.txt% Tue Sep 29 15:08:21 2020    profile.txt

         4711831 function calls (4499771 primitive calls) in 36.976 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/instructions.py:336(ICMPInstr)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/instructions.py:528(PhiInstr)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/instructions.py:733(CmpXchg)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/instructions.py:785(LandingPadInstr)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/types.py:85(MetaDataType)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/object_file.py:5(SectionIteratorRef)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3850(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3923(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:4364(Suppress)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/requirements.py:18(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:282(ParseFatalException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/specifiers.py:15(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/_version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/utils/data/distributed.py:7(DistributedSampler)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:392(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/compat/pickle_compat.py:184(Unpickler)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/parquet.py:150(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/utils.py:88(lazy_property)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/distributions/constraint_registry.py:79(ConstraintRegistry)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/tqdm/utils.py:170(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/tqdm/utils.py:215(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/urllib/request.py:1400(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/urllib/request.py:1591(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/zipfile.py:1408(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/multiprocessing/reductions.py:20(StorageWeakRef)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/intrinsic/qat/modules/conv_fused.py:279(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/_ops.py:33(_OpNamespace)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/jit/__init__.py:2264(TopLevelTracedModule)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/quantized/modules/activation.py:84(Hardswish)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/padding.py:27(ConstantPad1d)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/padding.py:407(ZeroPad2d)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/utils/spectral_norm.py:8(SpectralNorm)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/pooling.py:92(MaxPool2d)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/pooling.py:1046(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/activation.py:570(Hardshrink)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/loss.py:28(L1Loss)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/_jit_internal.py:684(FinalInstance)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/cuda/__init__.py:122(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/cuda/__init__.py:228(device)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/tarfile.py:303(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/tarfile.py:567(_StreamProxy)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/ma/core.py:798(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/lib/index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/ast.py:339(NodeVisitor)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/ast.py:512(Ellipsis)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/_exceptions.py:40(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/pathlib.py:597(_PathParents)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/typing.py:1026(Protocol)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/torch/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCompiledVersion}
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/linalg/_matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/arraydecl.py:497(DTypeAttr)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/arraydecl.py:602(ArrayFlagsAttribute)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npdatetime.py:179(DatetimePlusTimedelta)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/arraydecl.py:160(GetItemBuffer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/collections.py:39(GetItemSequence)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/ply/lex.py:64(LexToken)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/ply/yacc.py:1475(Grammar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:189(ArrayRef)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:210(Assignment)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:254(Break)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:329(CompoundLiteral)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:350(Constant)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:446(DoWhile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:714(IdentifierType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pycparser/c_ast.py:1029(Union)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/ply/__init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/ply/yacc.py:1383(MiniProduction)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/cffi/model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/cffi/model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/cffi/model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/cffi/model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/site-packages/cffi/model.py:486(EnumType)
        1    0.000    0.000    0.000    0.000 /home/alkis/Code/pytorch_kge/models.py:4(LookupEncoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/sql.py:1510(SQLiteTable)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/stata.py:860(StataParser)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/computation/pytables.py:71(Constant)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/computation/pytables.py:600(TermValue)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/computation/ops.py:353(BinOp)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/groupby/base.py:13(GroupByMixin)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/internals/blocks.py:1986(IntBlock)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/indexing.py:44(_IndexSlice)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/indexes/multi.py:74(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/io/formats/printing.py:541(PrettyDict)
        1    0.000    0.000    0.000    0.000 /usr/lib64/python3.8/csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/base.py:90(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/algorithms.py:1145(SelectNSeries)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/pandas/core/dtypes/base.py:399(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/dateutil/parser/_parser.py:664(_result)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/dateutil/parser/isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pytz/lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pytz/lazy.py:71(LazyList)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/site-packages/pytz/lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/typed/listobject.py:89(ErrorHandler)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/scipy/_lib/_testutils.py:19(PytestTester)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/cpython/unicode.py:98(UnicodeIteratorModel)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/experimental/jitclass/base.py:247(ConstructorTemplate)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/withcontexts.py:6(WithContext)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/ufunc/ufuncbuilder.py:29(UFuncTarget)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/np/ufunc/wrappers.py:478(_GufuncObjectWrapper)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/object_mode_passes.py:31(ObjectModeFrontEnd)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/caching.py:92(NullCache)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/caching.py:434(CodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/untyped_passes.py:400(PreserveIR)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typed_passes.py:160(AnnotateTypes)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typed_passes.py:406(IRLegalization)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/callwrapper.py:7(_ArgManager)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/codegen.py:55(_CFG)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/codegen.py:465(AOTCodeLibrary)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npydecl.py:338(Numpy_method_redirection)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npydecl.py:612(NdLinspace)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npydecl.py:666(AsFortranArray)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npydecl.py:872(NdColumnStack)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npydecl.py:1146(Angle)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:812(TypeRefAttribute)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:854(MinMaxBase)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:116(PairFirst)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:442(ConstOpEq)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:585(Contains)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:603(StaticGetItemTuple)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/byteflow.py:68(Flow)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/byteflow.py:1317(AdaptDFA)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/interpreter.py:33(Assigner)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/rewrites/registry.py:6(Rewrite)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/rewrites/static_raise.py:5(RewriteConstRaises)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/registry.py:76(TargetRegistry)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/dispatcher.py:126(_GeneratedFunctionCompiler)
        1    0.000    0.000    0.000    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/serialize.py:43(_ModuleRef)
